,sentence,Word,Tag,POS
7651,sentence : 389,favorite,O,JJ
7652,sentence : 389,sidekick,O,NN
7653,sentence : 389,?,O,.
7654,sentence : 389,Yesterday,O,NN
7655,sentence : 389,'s,O,POS
7656,sentence : 389,results,O,NNS
7658,sentence : 389,http://yfrog.com/mmeoxj,O,NN
7660,sentence : 390,RT,O,NNP
7661,sentence : 390,@themaine,O,NN
7662,sentence : 390,Who,O,NNP
7663,sentence : 390,is,O,VBZ
7664,sentence : 390,coming,O,VBG
7665,sentence : 390,to,O,TO
7666,sentence : 390,the,O,DT
7667,sentence : 390,show,O,NN
7668,sentence : 390,tomorrow,O,NN
7669,sentence : 390,in,O,IN
7670,sentence : 390,Hawaii,B,NNP
7671,sentence : 390,?,O,.
7672,sentence : 391,@SweetBee_90,O,VBP
7673,sentence : 391,what,O,WP
7674,sentence : 391,'s,O,VBZ
7675,sentence : 391,the,O,DT
7676,sentence : 391,look,O,NN
7677,sentence : 391,for,O,IN
7678,sentence : 391,tonight,O,NN
7679,sentence : 391,?,O,.
7680,sentence : 392,@SofieB_,O,JJ
7681,sentence : 392,Hah,O,NNP
7683,sentence : 392,That,O,DT
7684,sentence : 392,'s,O,VBZ
7685,sentence : 392,the,O,DT
7686,sentence : 392,one,O,CD
7687,sentence : 392,programme,O,NN
7688,sentence : 392,my,O,PRP$
7689,sentence : 392,dad,O,NN
7690,sentence : 392,and,O,CC
7691,sentence : 392,I,O,PRP
7692,sentence : 392,watch,O,VBP
7693,sentence : 392,together,O,RB
7694,sentence : 392,every,O,DT
7695,sentence : 392,week,O,NN
7697,sentence : 393,Is,O,VBZ
7698,sentence : 393,all,O,DT
7699,sentence : 393,done,O,VBN
7700,sentence : 393,getting,O,VBG
7701,sentence : 393,things,O,NNS
7702,sentence : 393,set,O,VBN
7703,sentence : 393,up,O,RP
7704,sentence : 393,for,O,IN
7705,sentence : 393,the,O,DT
7706,sentence : 393,Ultimate,B,NNP
7707,sentence : 393,Magic,I,NNP
7708,sentence : 393,playtest,O,JJS
7709,sentence : 393,that,O,WDT
7710,sentence : 393,starts,O,VBZ
7711,sentence : 393,on,O,IN
7712,sentence : 393,Monday,O,NNP
7714,sentence : 393,Ca,O,NNP
7715,sentence : 393,n't,O,RB
7716,sentence : 393,wait,O,VBD
7717,sentence : 393,to,O,TO
7718,sentence : 393,see,O,VB
7719,sentence : 393,what,O,WP
7720,sentence : 393,people,O,NNS
7721,sentence : 393,think,O,VBP
7723,sentence : 394,So,O,RB
7724,sentence : 394,this,O,DT
7725,sentence : 394,will,O,MD
7726,sentence : 394,be,O,VB
7727,sentence : 394,more,O,RBR
7728,sentence : 394,lhs,B,JJ
7729,sentence : 394,games,O,NNS
7730,sentence : 394,then,O,RB
7731,sentence : 394,i,O,VBP
7732,sentence : 394,went,O,VBD
7733,sentence : 394,to,O,TO
7734,sentence : 394,then,O,RB
7735,sentence : 394,when,O,WRB
7736,sentence : 394,i,O,NN
7737,sentence : 394,went,O,VBD
7738,sentence : 394,to,O,TO
7739,sentence : 394,lhs,B,VB
7740,sentence : 395,@PERSONGUY6661,O,NN
7741,sentence : 395,I,O,PRP
7742,sentence : 395,have,O,VBP
7743,sentence : 395,n't,O,RB
7744,sentence : 395,unfortunately,O,RB
7746,sentence : 395,I,O,PRP
7747,sentence : 395,missed,O,VBD
7748,sentence : 395,the,O,DT
7749,sentence : 395,chance,O,NN
7750,sentence : 395,when,O,WRB
7751,sentence : 395,theycame,O,NN
7752,sentence : 395,to,O,TO
7753,sentence : 395,the,O,DT
7754,sentence : 395,uk,B,NN
7755,sentence : 395,this,O,DT
7756,sentence : 395,year,O,NN
7758,sentence : 395,you,O,PRP
7759,sentence : 395,seen,O,VBN
7760,sentence : 395,them,O,PRP
7761,sentence : 395,?,O,.
7762,sentence : 396,next,O,JJ
7763,sentence : 396,few,O,JJ
7764,sentence : 396,weeks,O,NNS
7765,sentence : 396,are,O,VBP
7766,sentence : 396,going,O,VBG
7767,sentence : 396,to,O,TO
7768,sentence : 396,be,O,VB
7769,sentence : 396,hectic,O,JJ
7770,sentence : 396,between,O,IN
7771,sentence : 396,traveling,O,VBG
7772,sentence : 396,and,O,CC
7773,sentence : 396,knee,O,VB
7774,sentence : 396,surgery,O,NN
7775,sentence : 396,when,O,WRB
7776,sentence : 396,i,O,NN
7777,sentence : 396,get,O,VBP
7778,sentence : 396,back,O,RB
7779,sentence : 397,@daddiee_nini,O,JJ
7780,sentence : 397,No,O,NN
7782,sentence : 397,I'll,O,NNP
7783,sentence : 397,try,O,VB
7784,sentence : 397,not,O,RB
7785,sentence : 397,too,O,RB
7787,sentence : 397,I've,O,NNP
7788,sentence : 397,missed,O,VBD
7789,sentence : 397,too,O,RB
7790,sentence : 397,many,O,JJ
7791,sentence : 397,days,O,NNS
7792,sentence : 397,already,O,RB
7794,sentence : 398,@thedgoddess,O,NN
7795,sentence : 398,I,O,PRP
7796,sentence : 398,can,O,MD
7797,sentence : 398,be,O,VB
7799,sentence : 398,when,O,WRB
7800,sentence : 398,I,O,PRP
7801,sentence : 398,want,O,VBP
7802,sentence : 398,to,O,TO
7803,sentence : 398,be,O,VB
7805,sentence : 398,RT,O,NNP
7806,sentence : 398,@thedgoddess,O,NN
7808,sentence : 398,You,O,PRP
7809,sentence : 398,are,O,VBP
7810,sentence : 398,so,O,RB
7811,sentence : 398,benevolent,O,JJ
7813,sentence : 398,oh,O,JJ
7814,sentence : 398,kind,O,NN
7815,sentence : 398,master,O,NN
7817,sentence : 399,@saarbei,O,JJ
7818,sentence : 399,ooh,O,NN
7820,sentence : 399,as,O,RB
7821,sentence : 399,long,O,RB
7822,sentence : 399,as,O,IN
7823,sentence : 399,food,O,NN
7824,sentence : 399,was,O,VBD
7825,sentence : 399,had,O,VBN
7826,sentence : 399,to,O,TO
7827,sentence : 399,celebrate,O,VB
7829,sentence : 399,you,O,PRP
7830,sentence : 399,HAVE,O,VBP
7831,sentence : 399,to,O,TO
7832,sentence : 399,celebrate,O,VB
7833,sentence : 399,all,O,DT
7834,sentence : 399,occasions,O,NNS
7835,sentence : 399,with,O,IN
7836,sentence : 399,good,O,JJ
7837,sentence : 399,food,O,NN
7839,sentence : 400,@FaeNathara,O,JJ
7840,sentence : 400,Yes,O,UH
7842,sentence : 400,well,O,RB
7843,sentence : 400,a,O,DT
7844,sentence : 400,HOOT,O,NNP
7845,sentence : 400,absoroootly,O,RB
7846,sentence : 400,because,O,IN
7847,sentence : 400,I'm,O,NNP
7848,sentence : 400,secretly,O,RB
7849,sentence : 400,a,O,DT
7850,sentence : 400,hoot,O,NN
7852,sentence : 400,the,O,DT
7853,sentence : 400,rest,O,NN
7854,sentence : 400,of,O,IN
7855,sentence : 400,the,O,DT
7856,sentence : 400,time,O,NN
7857,sentence : 400,I'm,O,NNP
7858,sentence : 400,serious,O,JJ
7860,sentence : 400,don't,O,NN
7861,sentence : 400,tell,O,VB
7862,sentence : 400,anyone,O,NN
7863,sentence : 401,I,O,PRP
7864,sentence : 401,don't,O,VBP
7865,sentence : 401,mean,O,JJ
7866,sentence : 401,to,O,TO
7867,sentence : 401,sound,O,VB
7868,sentence : 401,old,O,JJ
7870,sentence : 401,but,O,CC
7871,sentence : 401,today,O,NN
7872,sentence : 401,'s,O,POS
7873,sentence : 401,music,O,NN
7874,sentence : 401,is,O,VBZ
7875,sentence : 401,wack,O,RB
7877,sentence : 402,Thank,O,NNP
7878,sentence : 402,you,O,PRP
7879,sentence : 402,for,O,IN
7880,sentence : 402,all,O,DT
7881,sentence : 402,your,O,PRP$
7882,sentence : 402,support,O,NN
7884,sentence : 402,Best,O,JJS
7885,sentence : 402,wishes,O,NNS
7886,sentence : 402,from,O,IN
7887,sentence : 402,DUKETERS'S..have,O,NNP
7888,sentence : 402,a,O,DT
7889,sentence : 402,nice,O,JJ
7890,sentence : 402,day,O,NN
7891,sentence : 403,havent,O,VBD
7892,sentence : 403,been,O,VBN
7893,sentence : 403,on,O,IN
7894,sentence : 403,facebook,B,NN
7895,sentence : 403,for,O,IN
7896,sentence : 403,a,O,DT
7897,sentence : 403,day,O,NN
7899,sentence : 403,go,O,VB
7900,sentence : 403,on,O,IN
7901,sentence : 403,and,O,CC
7902,sentence : 403,have,O,VBP
7903,sentence : 403,0,O,CD
7904,sentence : 403,notifications,O,NNS
7905,sentence : 403,#foreveralone,O,CD
7906,sentence : 404,holy,O,JJ
7907,sentence : 404,FUCK,O,NNP
7908,sentence : 404,THIS,O,NNP
7909,sentence : 404,IS,O,VBZ
7910,sentence : 404,THE,O,DT
7911,sentence : 404,MOST,O,NNP
7912,sentence : 404,BORING,O,NNP
7913,sentence : 404,DAY,O,NNP
7914,sentence : 404,EVER,O,NNP
7916,sentence : 405,headin,O,NN
7917,sentence : 405,to,O,TO
7918,sentence : 405,get,O,VB
7919,sentence : 405,shitty,O,RB
7920,sentence : 405,in,O,IN
7921,sentence : 405,a,O,DT
7922,sentence : 405,few,O,JJ
7924,sentence : 405,1st,O,CD
7925,sentence : 405,n,O,JJ
7926,sentence : 405,summit,O,NN
7928,sentence : 405,then,O,RB
7929,sentence : 405,rehab,O,NN
7931,sentence : 405,my,O,PRP$
7932,sentence : 405,life,O,NN
7933,sentence : 405,will,O,MD
7934,sentence : 405,be,O,VB
7935,sentence : 405,a,O,DT
7936,sentence : 405,blur,O,NN
7937,sentence : 405,after,O,IN
7938,sentence : 405,this,O,DT
7939,sentence : 405,night,O,NN
7940,sentence : 406,Sleeping,O,VBG
7941,sentence : 406,time,O,NN
7943,sentence : 406,Morgenochtend,O,NNP
7944,sentence : 406,maar,O,VBD
7945,sentence : 406,even,O,RB
7946,sentence : 406,de,O,FW
7947,sentence : 406,Koperdoos,O,NNP
7948,sentence : 406,een,O,CC
7949,sentence : 406,schoonmaakbeurtje,O,JJ
7950,sentence : 406,geven,O,NN
7952,sentence : 407,New,O,NNP
7953,sentence : 407,#VideoRecorder,O,NNP
7954,sentence : 407,#7,O,NN
7956,sentence : 407,Flip,B,NNP
7957,sentence : 407,MinoHD,I,NNP
7958,sentence : 407,Video,O,NNP
7959,sentence : 407,Camera,O,NNP
7961,sentence : 407,8,O,CD
7962,sentence : 407,GB,O,NNP
7964,sentence : 407,2,O,CD
7965,sentence : 407,Hour,O,NNP
7966,sentence : 407,Record,O,NN
7967,sentence : 407,Time,O,NN
7969,sentence : 407,Flip,B,NNP
7970,sentence : 407,MinoHD,I,NNP
7971,sentence : 407,Video,O,NNP
7972,sentence : 407,Camera,O,NNP
7975,sentence : 407,http://dlvr.it/5P5kV,O,JJ
7976,sentence : 407,#cheaptweet,O,NN
7977,sentence : 408,@Romanthropy,O,NNP
7978,sentence : 408,oi,O,VBZ
7979,sentence : 408,u,O,IN
7980,sentence : 408,there,O,EX
7981,sentence : 408,'s,O,VBZ
7982,sentence : 408,a,O,DT
7983,sentence : 408,#MCRchat,O,NN
7984,sentence : 408,on,O,IN
7985,sentence : 408,tonight,O,NN
7987,sentence : 408,No,O,DT
7988,sentence : 408,idea,O,NN
7989,sentence : 408,what,O,WP
7990,sentence : 408,it,O,PRP
7991,sentence : 408,entails,O,VBZ
7992,sentence : 408,but,O,CC
7993,sentence : 408,if,O,IN
7994,sentence : 408,it,O,PRP
7995,sentence : 408,'s,O,VBZ
7996,sentence : 408,new,O,JJ
7997,sentence : 408,album,O,JJ
7998,sentence : 408,convos,O,NN
7999,sentence : 408,were,O,VBD
8000,sentence : 408,in,O,IN
8002,sentence : 409,@LOOPYisLINDSAY,O,NNP
8003,sentence : 409,hahaha,O,NN
8005,sentence : 409,Nice,O,NNP
8007,sentence : 409,How,O,NNP
8008,sentence : 409,was,O,VBD
8009,sentence : 409,ur,O,JJ
8010,sentence : 409,day,O,NN
8011,sentence : 409,2day,O,CD
8012,sentence : 409,?,O,.
8013,sentence : 410,I,O,PRP
8014,sentence : 410,don't,O,VBP
8015,sentence : 410,get,O,VB
8016,sentence : 410,when,O,WRB
8017,sentence : 410,people,O,NNS
8018,sentence : 410,say,O,VBP
8019,sentence : 410,when,O,WRB
8020,sentence : 410,Justin,B,NNP
8021,sentence : 410,gets,O,VBZ
8022,sentence : 410,a,O,DT
8023,sentence : 410,gf,O,NN
8024,sentence : 410,that,O,WDT
8025,sentence : 410,should,O,MD
8026,sentence : 410,be,O,VB
8027,sentence : 410,me,O,PRP
8028,sentence : 410,will,O,MD
8029,sentence : 410,be,O,VB
8030,sentence : 410,#1,O,JJ
8031,sentence : 410,I'm,O,NNP
8032,sentence : 410,pretty,O,NN
8033,sentence : 410,sure,O,JJ
8034,sentence : 410,almost,O,RB
8035,sentence : 410,all,O,DT
8036,sentence : 410,bieber,B,NN
8037,sentence : 410,fans,O,NNS
8038,sentence : 410,have,O,VBP
8039,sentence : 410,it,O,PRP
8040,sentence : 410,already,O,RB
8042,sentence : 410,8,O,CD
8043,sentence : 410,),O,)
8044,sentence : 411,@DesiiDanii4,O,NN
8045,sentence : 411,nou,O,JJ
8046,sentence : 411,ze,O,NN
8047,sentence : 411,is,O,VBZ
8048,sentence : 411,al,O,RB
8049,sentence : 411,een,O,JJ
8050,sentence : 411,week,O,NN
8051,sentence : 411,best,O,JJS
8052,sentence : 411,wel,O,NN
8053,sentence : 411,erg,O,NN
8054,sentence : 411,ziek,O,NN
8056,sentence : 411,echt,O,VBP
8057,sentence : 411,heel,O,NN
8058,sentence : 411,zielig,O,NN
8060,sentence : 412,Fuckk,O,NNP
8061,sentence : 412,man,O,NN
8063,sentence : 412,I,O,PRP
8064,sentence : 412,fuckinn,O,VBP
8065,sentence : 412,missed,O,JJ
8066,sentence : 412,@yelyahwilliams,O,NNP
8067,sentence : 412,concert,O,NN
8069,sentence : 412,#shizz,O,NN
8071,sentence : 412,I,O,PRP
8072,sentence : 412,wonder,O,VBP
8073,sentence : 412,if,O,IN
8074,sentence : 412,they're,O,NNS
8075,sentence : 412,coming,O,VBG
8076,sentence : 412,to,O,TO
8077,sentence : 412,Arizona,B,NNP
8078,sentence : 412,next,O,JJ
8079,sentence : 412,year,O,NN
8080,sentence : 412,??,O,NN
8082,sentence : 413,if,O,IN
8083,sentence : 413,I,O,PRP
8084,sentence : 413,didnt,O,VBP
8085,sentence : 413,have,O,VBP
8086,sentence : 413,to,O,TO
8087,sentence : 413,worry,O,VB
8088,sentence : 413,about,O,IN
8089,sentence : 413,$,O,$
8090,sentence : 413,I'd,O,NNP
8091,sentence : 413,move,O,NN
8092,sentence : 413,to,O,TO
8093,sentence : 413,VT,B,NNP
8094,sentence : 413,and,O,CC
8095,sentence : 413,buy,O,VB
8096,sentence : 413,some,O,DT
8097,sentence : 413,hogs,O,NNS
8098,sentence : 413,and,O,CC
8099,sentence : 413,spend,O,VB
8100,sentence : 413,my,O,PRP$
8101,sentence : 413,days,O,NNS
8102,sentence : 413,dropping,O,VBG
8103,sentence : 413,LSD,O,NNP
8104,sentence : 413,and,O,CC
8105,sentence : 413,taking,O,VBG
8106,sentence : 413,long,O,JJ
8107,sentence : 413,walks,O,NNS
8108,sentence : 413,in,O,IN
8109,sentence : 413,gucci,B,NN
8110,sentence : 413,shoes,O,NNS
8112,sentence : 414,RT,O,NNP
8113,sentence : 414,@Mickey__Rourke,O,NN
8115,sentence : 414,58,O,CD
8116,sentence : 414,years,O,NNS
8117,sentence : 414,ago,O,RB
8118,sentence : 414,today,O,NN
8119,sentence : 414,I,O,PRP
8120,sentence : 414,tumbled,O,VBD
8121,sentence : 414,from,O,IN
8122,sentence : 414,my,O,PRP$
8123,sentence : 414,mother,O,NN
8124,sentence : 414,'s,O,POS
8125,sentence : 414,womb,O,NN
8126,sentence : 414,with,O,IN
8127,sentence : 414,a,O,DT
8128,sentence : 414,cigarette,O,NN
8129,sentence : 414,in,O,IN
8130,sentence : 414,my,O,PRP$
8131,sentence : 414,mouth,O,NN
8132,sentence : 414,and,O,CC
8133,sentence : 414,a,O,DT
8134,sentence : 414,chihuahua,O,NN
8135,sentence : 414,puppy,O,JJ
8136,sentence : 414,under,O,IN
8137,sentence : 414,each,O,DT
8138,sentence : 414,arm,O,NN
8140,sentence : 415,@Tink3rbell94,O,VBZ
8141,sentence : 415,going,O,VBG
8142,sentence : 415,to,O,TO
8143,sentence : 415,GA,B,NNP
8145,sentence : 415,don't,O,NN
8146,sentence : 415,know,O,VB
8147,sentence : 415,why,O,WRB
8148,sentence : 415,but,O,CC
8149,sentence : 415,when,O,WRB
8150,sentence : 415,I,O,PRP
8151,sentence : 415,thought,O,VBD
8152,sentence : 415,about,O,IN
8153,sentence : 415,it,O,PRP
8154,sentence : 415,ATL,B,NNP
8155,sentence : 415,stood,O,VBD
8156,sentence : 415,out,O,RP
8157,sentence : 415,in,O,IN
8158,sentence : 415,my,O,PRP$
8159,sentence : 415,mind,O,NN
8161,sentence : 415,I,O,PRP
8162,sentence : 415,have,O,VBP
8163,sentence : 415,time,O,NN
8164,sentence : 415,to,O,TO
8165,sentence : 415,plan,O,VB
8166,sentence : 415,it,O,PRP
8167,sentence : 415,properly,O,RB
8168,sentence : 415,though,O,IN
8169,sentence : 415,:),O,NNP
8170,sentence : 416,Tryna,O,NNP
8171,sentence : 416,Get,O,NNP
8172,sentence : 416,Into,O,NNP
8173,sentence : 416,Something,O,NNP
8174,sentence : 416,Tonight,O,NNP
8175,sentence : 417,some,O,DT
8176,sentence : 417,freshies,O,NNS
8177,sentence : 417,sat,O,VBD
8178,sentence : 417,at,O,IN
8179,sentence : 417,our,O,PRP$
8180,sentence : 417,lunch,O,NN
8181,sentence : 417,table,O,NN
8182,sentence : 417,today,O,NN
8184,sentence : 417,so,O,RB
8185,sentence : 417,i,O,JJ
8186,sentence : 417,sat,O,VBP
8187,sentence : 417,with,O,IN
8188,sentence : 417,them,O,PRP
8189,sentence : 417,and,O,CC
8190,sentence : 417,talked,O,VBD
8191,sentence : 417,with,O,IN
8192,sentence : 417,them,O,PRP
8193,sentence : 417,about,O,IN
8195,sentence : 417,stuff,O,NN
8197,sentence : 418,RT,O,NNP
8198,sentence : 418,@oceanbutterfly7,O,NN
8200,sentence : 418,Sweet,O,JJ
8201,sentence : 418,spirited,O,VBD
8203,sentence : 418,U,O,NNP
8204,sentence : 418,brighten,O,VB
8205,sentence : 418,my,O,PRP$
8206,sentence : 418,day,O,NN
8208,sentence : 418,@kalnok,O,NNP
8209,sentence : 418,@Realtorkeita,O,NNP
8210,sentence : 418,@SaintDC,O,NNP
8211,sentence : 418,@angelgrace226,O,NNP
8212,sentence : 418,@Anita316,O,NNP
8213,sentence : 418,@Leters4theLord,O,NNP
8214,sentence : 418,@GlyndiA,O,NNP
8216,sentence : 419,when,O,WRB
8217,sentence : 419,did,O,VBD
8218,sentence : 419,@thecodysimpson,O,NNP
8219,sentence : 419,last,O,JJ
8220,sentence : 419,tweet,O,NN
8222,sentence : 419,;),O,NNP
8223,sentence : 420,@JBsHOTNESS,O,NNP
8224,sentence : 420,i,O,NN
8225,sentence : 420,do,O,VBP
8226,sentence : 420,talk,O,VB
8227,sentence : 420,about,O,IN
8228,sentence : 420,him,O,PRP
8229,sentence : 420,every,O,DT
8230,sentence : 420,second,O,JJ
8231,sentence : 420,she,O,PRP
8232,sentence : 420,like,O,IN
8233,sentence : 420,his,O,PRP$
8234,sentence : 420,songs,O,NNS
8235,sentence : 420,for,O,IN
8236,sentence : 420,a,O,DT
8237,sentence : 420,week,O,NN
8238,sentence : 420,:/,O,NN
8239,sentence : 420,@clarebieberx,O,NNP
8240,sentence : 420,np,O,NN
8242,sentence : 420,@FutreTeenStar,O,JJ
8243,sentence : 420,sure,O,JJ
8245,sentence : 421,fckn,O,NN
8246,sentence : 421,emily,B,RB
8247,sentence : 421,rodriguez,I,VBZ
8248,sentence : 421,did,O,VBD
8249,sentence : 421,n't,O,RB
8250,sentence : 421,bring,O,VB
8251,sentence : 421,my,O,PRP$
8252,sentence : 421,cookies,O,NNS
8253,sentence : 421,today,O,NN
8255,sentence : 421,lil,O,JJ
8256,sentence : 421,brat,O,NN
8258,sentence : 422,@Wes0010,O,VB
8259,sentence : 422,good,O,JJ
8260,sentence : 422,idea,O,NN
8262,sentence : 422,i,O,NN
8263,sentence : 422,have,O,VBP
8264,sentence : 422,some,O,DT
8265,sentence : 422,i,O,NN
8266,sentence : 422,found,O,VBD
8267,sentence : 422,in,O,IN
8268,sentence : 422,the,O,DT
8269,sentence : 422,golf,O,NN
8270,sentence : 422,bag,O,NN
8271,sentence : 422,i,O,NN
8272,sentence : 422,just,O,RB
8273,sentence : 422,received,O,VBN
8274,sentence : 422,from,O,IN
8275,sentence : 422,my,O,PRP$
8276,sentence : 422,aunt,O,NN
8277,sentence : 422,who,O,WP
8278,sentence : 422,died,O,VBD
8279,sentence : 422,21,O,CD
8280,sentence : 422,years,O,NNS
8281,sentence : 422,ago,O,RB
8283,sentence : 423,@thevoiceoverguy,O,$
8284,sentence : 423,9,O,CD
8285,sentence : 423,days,O,NNS
8286,sentence : 423,then,O,RB
8287,sentence : 423,Sydney,B,NNP
8288,sentence : 424,3,O,CD
8289,sentence : 424,weeks,O,NNS
8290,sentence : 424,of,O,IN
8291,sentence : 424,school,O,NN
8292,sentence : 424,and,O,CC
8293,sentence : 424,i'm,O,NN
8294,sentence : 424,already,O,RB
8295,sentence : 424,fed,O,VBN
8296,sentence : 424,up,O,RP
8297,sentence : 424,with,O,IN
8298,sentence : 424,it,O,PRP
8300,sentence : 424,come,O,VB
8301,sentence : 424,back,O,RB
8303,sentence : 424,summer,O,NN
8305,sentence : 425,@ShawanaA,O,VB
8306,sentence : 425,It,O,PRP
8307,sentence : 425,did,O,VBD
8308,sentence : 425,me,O,PRP
8309,sentence : 425,t,O,VB
8310,sentence : 425,o.I,O,NN
8311,sentence : 425,was,O,VBD
8312,sentence : 425,so,O,RB
8313,sentence : 425,sympathtic,O,JJ
8314,sentence : 425,to,O,TO
8315,sentence : 425,her,O,PRP$
8316,sentence : 425,when,O,WRB
8317,sentence : 425,I,O,PRP
8318,sentence : 425,frst,O,VBP
8319,sentence : 425,hrd,O,PDT
8320,sentence : 425,this,O,DT
8322,sentence : 425,When,O,WRB
8323,sentence : 425,she,O,PRP
8324,sentence : 425,blmd,O,VBD
8325,sentence : 425,a,O,DT
8326,sentence : 425,AA,O,NNP
8327,sentence : 425,for,O,IN
8328,sentence : 425,it,O,PRP
8329,sentence : 425,realy,O,VBZ
8330,sentence : 425,pis'd,O,IN
8331,sentence : 425,me,O,PRP
8332,sentence : 425,off,O,RP
8334,sentence : 425,Someone,O,NN
8335,sentence : 425,copied,O,VBD
8336,sentence : 425,her,O,PRP$
8337,sentence : 425,hoax,O,NN
8338,sentence : 426,@joeymcintyre,O,NN
8339,sentence : 426,I,O,PRP
8340,sentence : 426,heart,O,NN
8341,sentence : 426,you,O,PRP
8343,sentence : 426,Even,O,RB
8344,sentence : 426,if,O,IN
8345,sentence : 426,I,O,PRP
8346,sentence : 426,haven't,O,VBP
8347,sentence : 426,seen,O,VBN
8348,sentence : 426,u,O,JJ
8349,sentence : 426,in,O,IN
8350,sentence : 426,months,O,NNS
8352,sentence : 426,SEND,O,NNP
8353,sentence : 426,A,O,NNP
8354,sentence : 426,PIC,O,NNP
8356,sentence : 427,@ChefGuyFieri,O,NN
8357,sentence : 427,Pls,O,NNP
8358,sentence : 427,RT,O,NNP
8360,sentence : 427,NIGHT,O,NNP
8361,sentence : 427,golf,O,NN
8362,sentence : 427,tournament,O,VBD
8363,sentence : 427,25-Sep,O,CD
8364,sentence : 427,to,O,TO
8365,sentence : 427,benefit,O,VB
8366,sentence : 427,3,O,CD
8367,sentence : 427,year,O,NN
8368,sentence : 427,old,O,JJ
8369,sentence : 427,Penny,B,NNP
8370,sentence : 427,of,O,IN
8371,sentence : 427,Mesa,B,NNP
8373,sentence : 427,AZ,B,NNP
8374,sentence : 427,who,O,WP
8375,sentence : 427,had,O,VBD
8376,sentence : 427,heart,O,NN
8377,sentence : 427,transplant,O,NN
8379,sentence : 427,www.flancers.com,O,$
8380,sentence : 427,4,O,CD
8381,sentence : 427,info,O,NN
8382,sentence : 428,Is,O,VBZ
8383,sentence : 428,counting,O,VBG
8384,sentence : 428,down,O,RP
8385,sentence : 428,the,O,DT
8386,sentence : 428,days,O,NNS
8387,sentence : 428,to,O,TO
8388,sentence : 428,Oct,O,VB
8389,sentence : 428,23rd,O,CD
8390,sentence : 428,and,O,CC
8391,sentence : 428,the,O,DT
8392,sentence : 428,Wright,B,NNP
8393,sentence : 428,family,I,NN
8394,sentence : 428,Halloween,B,NNP
8395,sentence : 428,bash,O,NN
8397,sentence : 428,It,O,PRP
8398,sentence : 428,'s,O,VBZ
8399,sentence : 428,gonna,O,JJ
8400,sentence : 428,be,O,VB
8401,sentence : 428,amazing,O,VBG
8403,sentence : 428,they,O,PRP
8404,sentence : 428,go,O,VBP
8405,sentence : 428,all,O,DT
8406,sentence : 428,out,O,RP
8407,sentence : 428,for,O,IN
8408,sentence : 428,it,O,PRP
8410,sentence : 429,Soulja,B,NNP
8411,sentence : 429,Boy,I,NNP
8412,sentence : 429,|,O,NNP
8413,sentence : 429,TheDeAndreWay,O,NNP
8415,sentence : 429,com,O,NN
8417,sentence : 429,The,B,DT
8418,sentence : 429,DeAndre,I,NNP
8419,sentence : 429,Way,I,NNP
8420,sentence : 429,in,O,IN
8421,sentence : 429,stores,O,NNS
8422,sentence : 429,Nov,O,NNP
8423,sentence : 429,2,O,CD
8425,sentence : 429,2010,O,CD
8426,sentence : 429,http://t.co/ifJBMTR,O,NN
8427,sentence : 429,via,O,IN
8428,sentence : 429,@SouljaBoy,O,NNP
8429,sentence : 430,@ShelAndPushPlay,O,NNP
8430,sentence : 430,Yeah,O,NNP
8431,sentence : 430,man,O,NN
8433,sentence : 430,u,O,JJ
8434,sentence : 430,got,O,VBD
8435,sentence : 430,it,O,PRP
8437,sentence : 430,It,O,PRP
8438,sentence : 430,'s,O,VBZ
8439,sentence : 430,only,O,RB
8440,sentence : 430,a,O,DT
8441,sentence : 430,matter,O,NN
8442,sentence : 430,of,O,IN
8443,sentence : 430,time,O,NN
8445,sentence : 431,RT,O,NNP
8446,sentence : 431,@VanessaSCassie,O,NN
8448,sentence : 431,Ok,O,NN
8450,sentence : 431,one,O,CD
8451,sentence : 431,more,O,JJR
8452,sentence : 431,tweet,O,NN
8453,sentence : 431,before,O,IN
8454,sentence : 431,I,O,PRP
8455,sentence : 431,go,O,VBP
8457,sentence : 431,Fresh,O,JJ
8458,sentence : 431,Look,O,NNP
8459,sentence : 431,Fridays,O,NNP
8460,sentence : 431,post,O,NN
8461,sentence : 431,was,O,VBD
8462,sentence : 431,on,O,IN
8463,sentence : 431,an,O,DT
8464,sentence : 431,math,O,NN
8465,sentence : 431,games,O,NNS
8466,sentence : 431,site,O,NN
8467,sentence : 431,for,O,IN
8468,sentence : 431,#smartboard,O,NNP
8469,sentence : 431,http://bit.ly/b4MXHG,O,NN
8470,sentence : 432,sexy,O,NN
8471,sentence : 432,azz,O,NN
8472,sentence : 432,@RICCOBARRINO,O,NN
8473,sentence : 432,tweeted,O,VBD
8474,sentence : 432,me,O,PRP
8475,sentence : 432,but,O,CC
8476,sentence : 432,can,O,MD
8477,sentence : 432,i,O,VB
8478,sentence : 432,get,O,VB
8479,sentence : 432,a,O,DT
8480,sentence : 432,follow,O,JJ
8481,sentence : 432,baby,O,NN
8482,sentence : 432,???,O,NN
8483,sentence : 432,and,O,CC
8484,sentence : 432,i,O,NN
8485,sentence : 432,got,O,VBD
8486,sentence : 432,you,O,PRP
8487,sentence : 432,i,O,VBP
8488,sentence : 432,will,O,MD
8489,sentence : 432,let,O,VB
8490,sentence : 432,my,O,PRP$
8491,sentence : 432,folks,O,NNS
